Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,BBAND_L2_day,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign
コア,2359,2024-11-20 00:00:00+00:00,1835.0,1947.0,2152.0,-8.4,-0.7,0,-0.7,-2.2,45.5,43.5,40.9,44.7,102.3,65.0,1806.2,0,0,0,0,0,0,0
カカクコム,2371,2024-11-20 00:00:00+00:00,2315.0,2632.0,2632.0,1.4,-2.2,0,-3.3,-3.9,46.4,36.9,42.3,48.6,48.3,56.5,2174.5,0,0,0,0,0,1,0
アイロムグループ,2372,2024-11-20 00:00:00+00:00,2585.0,2786.0,2789.0,-46.0,-2.8,0,-0.6,-4.1,31.5,36.8,31.5,29.6,60.1,46.2,2469.3,0,0,0,0,0,0,0
セントケア・ホールディング,2374,2024-11-20 00:00:00+00:00,724.0,778.0,1020.0,-7.7,0.0,0,0.5,-2.8,44.3,38.9,46.4,40.6,82.7,56.9,706.8,0,0,0,0,0,0,0
ルネサンス,2378,2024-11-20 00:00:00+00:00,1006.0,1104.0,1105.0,-15.1,-0.4,0,0.4,-3.2,44.4,38.4,41.7,36.8,34.0,46.6,962.3,0,0,0,0,0,1,0
ディップ,2379,2024-11-20 00:00:00+00:00,2541.0,2965.0,3735.0,-46.3,-0.7,0,-1.1,-4.4,41.5,40.5,39.1,40.0,71.2,67.2,2484.1,0,0,0,0,0,0,0
ＳＢＳホールディングス,2384,2024-11-20 00:00:00+00:00,2399.0,2670.0,3390.0,-41.9,0.9,0,-0.1,-2.8,43.0,38.3,41.5,38.1,39.5,52.4,2336.8,0,0,0,0,0,1,0
デジタルホールディングス,2389,2024-11-20 00:00:00+00:00,1232.0,1238.0,1290.0,55.6,3.8,0,4.8,-4.0,80.5,37.0,88.3,81.1,446.3,44.7,858.8,0,0,0,0,0,0,0
新日本科学,2395,2024-11-20 00:00:00+00:00,1443.0,1490.0,2428.0,53.0,1.8,0,2.5,-4.4,65.4,38.2,69.2,67.9,170.7,50.7,1120.8,0,0,0,0,0,0,0
キャリアデザインセンター,2410,2024-11-20 00:00:00+00:00,1879.0,1892.0,2180.0,12.6,3.1,0,3.0,-3.8,60.9,38.1,70.0,59.6,104.9,51.9,1695.8,0,0,0,0,0,0,0
エムスリー,2413,2024-11-20 00:00:00+00:00,1389.5,1833.5,3345.0,-51.9,-5.0,0,1.9,-5.0,45.6,35.4,44.3,39.5,65.3,56.9,1169.7,0,0,0,0,0,0,0
ワールドホールディングス,2429,2024-11-20 00:00:00+00:00,2100.0,2109.0,3085.0,22.7,4.6,0,3.2,-3.7,62.1,37.4,71.9,62.0,74.6,54.3,1786.8,0,0,0,0,0,0,0
ディー・エヌ・エー,2432,2024-11-20 00:00:00+00:00,2312.0,2467.0,2467.0,118.3,7.6,0,6.4,-3.1,71.6,35.8,76.0,70.5,226.7,56.4,1525.8,0,0,0,0,0,0,0
博報堂ＤＹホールディングス,2433,2024-11-20 00:00:00+00:00,1130.0,1229.5,1636.5,-2.0,-2.6,0,-2.5,-4.1,42.8,36.1,38.8,45.7,117.1,57.1,1118.6,0,0,0,0,0,0,0
ぐるなび,2440,2024-11-20 00:00:00+00:00,315.0,335.0,391.0,-5.5,0.4,0,2.1,-4.8,48.4,36.6,51.7,43.4,130.2,45.3,297.8,0,0,0,0,0,0,0
タカミヤ,2445,2024-11-20 00:00:00+00:00,437.0,453.0,600.0,-0.0,-0.0,0,0.6,-2.9,50.2,37.3,52.2,49.6,67.6,51.3,421.7,0,0,0,0,0,0,0
ファンコミュニケーションズ,2461,2024-11-20 00:00:00+00:00,415.0,424.0,424.0,0.8,0.0,0,0.7,-1.9,53.8,38.5,54.4,52.6,91.2,54.0,404.6,0,0,0,0,0,0,0
ライク,2462,2024-11-20 00:00:00+00:00,1441.0,1478.0,1870.0,-3.5,2.3,0,1.8,-3.9,56.0,37.4,64.2,52.7,62.4,51.0,1339.0,0,0,0,0,0,0,0
エスプール,2471,2024-11-20 00:00:00+00:00,350.0,379.0,651.0,1.8,-0.3,0,0.8,-4.9,52.7,37.4,52.4,50.6,189.8,58.4,328.5,0,0,0,0,0,0,0
ＷＤＢホールディングス,2475,2024-11-20 00:00:00+00:00,1668.0,1780.0,2346.0,-11.6,-1.1,0,-0.8,-3.3,42.6,36.3,38.5,41.8,67.1,57.5,1653.1,0,0,0,0,0,0,0
アドウェイズ,2489,2024-11-20 00:00:00+00:00,328.0,338.0,732.0,-3.1,-0.0,0,2.3,-4.8,48.7,35.2,52.8,44.6,91.2,49.5,308.9,0,0,0,0,0,0,0
バリューコマース,2491,2024-11-20 00:00:00+00:00,1112.0,1161.0,1605.0,-3.9,0.7,0,1.1,-4.8,51.8,36.4,56.2,48.4,110.9,51.3,1073.5,0,0,0,0,0,0,0
インフォマート,2492,2024-11-20 00:00:00+00:00,284.0,369.0,499.0,-10.2,-1.2,0,-3.0,-6.4,40.3,35.2,33.5,36.8,42.8,51.0,254.5,0,0,0,0,0,1,0
サッポロホールディングス,2501,2024-11-20 00:00:00+00:00,8395.0,8353.0,8353.0,5.1,32.1,0,10.0,-2.5,72.7,41.0,81.6,55.7,152.2,61.4,6685.4,0,0,0,1,1,0,0
アサヒグループホールディングス,2502,2024-11-20 00:00:00+00:00,1616.5,1859.0,1983.3,-26.8,-4.6,0,-4.0,-2.8,34.7,40.3,27.1,35.9,60.1,55.3,1606.8,0,1,1,0,0,0,0
キリンホールディングス,2503,2024-11-20 00:00:00+00:00,2103.5,2307.5,2307.5,-15.4,-2.8,0,-1.2,-2.2,41.4,40.2,33.7,39.6,92.5,59.1,2055.0,0,0,0,0,0,0,0
宝ホールディングス,2531,2024-11-20 00:00:00+00:00,1210.0,1256.0,1313.5,3.6,0.1,0,0.3,-2.6,54.4,37.7,53.2,52.5,68.0,58.0,1167.0,0,0,0,0,0,0,0
オエノンホールディングス,2533,2024-11-20 00:00:00+00:00,412.0,436.0,453.0,1.3,-0.1,0,-0.6,-2.4,51.2,39.7,48.9,51.7,65.2,51.1,396.1,0,0,0,0,0,0,0
養命酒製造,2540,2024-11-19 00:00:00+00:00,2442.0,2536.0,2536.0,18.9,-2.3,0,0.3,-1.1,54.0,40.9,52.6,54.0,110.9,54.9,2382.8,0,0,0,0,0,0,0
コカ・コーラ　ボトラーズジャパンホールディングス,2579,2024-11-20 00:00:00+00:00,2432.5,2438.0,2438.0,76.5,9.3,0,5.7,-3.2,75.0,38.7,84.9,72.0,205.8,56.8,1700.6,0,0,0,0,0,0,0
ライフドリンク　カンパニー,2585,2024-11-20 00:00:00+00:00,2353.0,2417.0,2417.0,78.0,16.0,0,10.6,-4.3,72.1,45.7,80.9,67.4,265.6,73.3,1441.1,0,0,0,0,0,0,0
サントリー食品インターナショナル,2587,2024-11-20 00:00:00+00:00,5010.0,5555.0,5867.0,-69.2,0.7,0,-0.4,-2.2,42.3,39.8,40.3,39.4,121.5,61.0,4944.0,0,0,0,0,0,0,0
ダイドーグループホールディングス,2590,2024-11-20 00:00:00+00:00,2989.0,3090.0,3160.0,7.4,-3.0,0,0.5,-2.2,53.9,38.6,51.1,50.2,115.1,47.1,2916.9,0,0,0,0,0,0,0
伊藤園,2593,2024-11-20 00:00:00+00:00,3137.0,3387.0,4996.0,-25.8,-3.6,0,-1.9,-3.3,37.4,35.9,30.0,38.8,93.0,47.0,3130.2,0,0,0,0,0,0,0
伊藤園 優先株式,25935,2024-11-19 00:00:00+00:00,1805.0,1885.0,1929.0,-10.8,-0.1,0,-0.3,-1.2,38.5,31.9,32.5,35.6,56.6,34.3,1786.8,0,0,0,0,0,0,0
キーコーヒー,2594,2024-11-20 00:00:00+00:00,2035.0,2035.0,2139.0,-0.0,0.9,0,0.7,-1.3,56.4,39.6,68.8,55.1,177.8,42.9,1985.7,0,0,0,0,0,0,0
日清オイリオグループ,2602,2024-11-20 00:00:00+00:00,5150.0,5390.0,5440.0,-36.3,1.1,0,1.0,-1.8,50.5,40.6,51.7,42.8,71.4,58.1,5025.9,0,0,0,0,0,0,0
不二製油グループ本社,2607,2024-11-20 00:00:00+00:00,3494.0,3501.0,3501.0,28.5,8.9,0,5.3,-2.6,64.6,36.5,70.5,58.2,285.7,58.3,3003.8,0,0,0,0,0,0,0
Ｊ－オイルミルズ,2613,2024-11-20 00:00:00+00:00,2141.0,2141.0,2141.0,17.9,1.4,0,1.4,-1.8,64.2,38.4,71.6,63.4,140.5,50.3,2007.0,0,0,0,0,0,0,0
サンエー,2659,2024-11-20 00:00:00+00:00,2800.0,3010.0,3010.0,17.4,-2.8,0,0.2,-1.9,55.9,42.4,52.4,52.3,103.1,61.6,2755.4,0,0,0,0,0,0,0
カワチ薬品,2664,2024-11-20 00:00:00+00:00,2491.0,2662.0,3010.0,-34.2,1.3,0,0.2,-2.2,38.4,37.6,39.5,32.4,82.0,51.0,2450.7,0,0,0,0,0,0,0
エービーシー・マート,2670,2024-11-20 00:00:00+00:00,3063.0,3145.0,3225.0,4.5,1.9,0,1.2,-2.6,55.8,40.0,60.0,53.5,128.5,58.8,2930.4,0,0,0,0,0,0,0
ハードオフコーポレーション,2674,2024-11-20 00:00:00+00:00,1812.0,2065.0,2272.0,-26.2,-1.5,0,-1.3,-2.3,40.4,43.8,35.6,38.6,79.3,61.2,1782.6,0,0,1,0,0,0,0
高千穂交易,2676,2024-11-20 00:00:00+00:00,3865.0,4340.0,4340.0,-39.7,-2.6,0,-0.1,-2.0,45.5,43.6,42.9,42.7,82.4,62.9,3746.8,0,0,0,0,0,0,0
アスクル,2678,2024-11-20 00:00:00+00:00,1871.0,2073.0,2411.0,-32.8,0.2,0,-1.2,-3.3,38.5,39.7,32.9,36.3,48.6,58.1,1869.4,0,0,1,0,0,1,0
ゲオホールディングス,2681,2024-11-20 00:00:00+00:00,1461.0,1628.0,2719.0,-24.9,-0.2,0,0.3,-3.5,45.0,37.1,45.4,42.2,57.7,52.0,1393.6,0,0,0,0,0,0,0
アダストリア,2685,2024-11-20 00:00:00+00:00,3445.0,3990.0,3990.0,-27.5,-2.7,0,-1.0,-3.9,46.8,39.4,44.1,45.4,88.6,61.5,3360.4,0,0,0,0,0,0,0
伊藤忠食品,2692,2024-11-20 00:00:00+00:00,7070.0,7230.0,8360.0,-28.2,10.7,0,1.7,-1.9,54.1,41.8,58.6,49.8,98.4,49.4,6589.3,0,0,0,0,0,0,0
くら寿司,2695,2024-11-20 00:00:00+00:00,3820.0,4080.0,5310.0,39.2,-6.4,0,-1.9,-3.5,48.4,39.5,44.7,54.1,128.2,58.4,3791.2,0,0,0,0,0,0,0
エレマテック,2715,2024-11-20 00:00:00+00:00,2396.0,2397.0,2397.0,160.7,-0.2,0,1.6,-2.9,79.8,41.2,88.3,82.8,277.2,66.5,1588.1,0,0,0,0,0,0,0
パルグループホールディングス,2726,2024-11-20 00:00:00+00:00,2871.0,3220.0,3220.0,88.8,-9.1,0,-2.0,-3.5,56.9,39.5,49.6,58.6,220.1,61.3,2864.8,0,0,0,0,0,0,0
エディオン,2730,2024-11-20 00:00:00+00:00,1801.0,1835.0,1862.0,-3.1,1.7,0,0.7,-1.9,54.7,41.2,58.8,52.1,95.8,57.3,1710.0,0,0,0,0,0,0,0
あらた,2733,2024-11-20 00:00:00+00:00,3040.0,3675.0,3685.0,-82.8,-9.7,0,-3.7,-2.5,33.0,41.0,25.4,32.4,73.9,64.4,2957.7,0,1,1,0,0,0,0
サーラコーポレーション,2734,2024-11-20 00:00:00+00:00,806.0,868.0,889.0,-4.0,-0.9,0,-1.4,-1.8,43.4,42.1,36.8,43.1,73.4,51.2,800.2,0,0,0,0,0,0,0
トーメンデバイス,2737,2024-11-20 00:00:00+00:00,6730.0,6890.0,8090.0,171.3,7.1,0,2.1,-3.2,62.8,39.7,72.1,66.5,285.2,52.1,5600.8,0,0,0,0,0,0,0
ハローズ,2742,2024-11-20 00:00:00+00:00,4140.0,4655.0,4760.0,-40.4,-2.0,0,0.1,-2.4,45.6,40.7,43.1,40.4,61.5,56.3,4051.5,0,0,0,0,0,0,0
ＪＰホールディングス,2749,2024-11-20 00:00:00+00:00,638.0,763.0,764.0,-14.6,-1.2,0,-0.4,-2.9,45.0,41.1,41.8,40.4,89.1,60.2,597.3,0,0,0,0,0,0,0
フジオフードグループ本社,2752,2024-11-20 00:00:00+00:00,1325.0,1399.0,1544.0,-1.5,-1.6,0,-0.6,-2.5,44.8,39.6,41.9,45.1,89.9,53.8,1301.2,0,0,0,0,0,0,0
あみやき亭,2753,2024-11-20 00:00:00+00:00,1634.0,1811.0,2300.0,-39.0,1.4,0,0.2,-2.1,39.7,40.9,40.6,33.2,81.6,40.9,1607.3,0,0,0,0,0,0,0
東京エレクトロン　デバイス,2760,2024-11-20 00:00:00+00:00,3030.0,3690.0,7900.0,-120.0,-1.7,0,-1.9,-3.7,36.2,39.0,32.9,34.6,66.8,55.4,2895.0,0,0,1,0,0,0,0
円谷フィールズホールディングス,2767,2024-11-20 00:00:00+00:00,2140.0,2401.0,3340.0,-66.4,6.1,0,6.5,-5.2,54.2,38.4,57.6,39.7,47.0,49.0,1786.2,0,0,0,0,0,1,0
双日,2768,2024-11-20 00:00:00+00:00,3091.0,3480.0,4325.0,-53.1,-0.7,0,-0.6,-2.5,41.0,42.0,38.3,38.1,36.0,60.4,3026.9,0,0,0,0,0,1,0
アルフレッサ　ホールディングス,2784,2024-11-20 00:00:00+00:00,2239.5,2361.5,2628.0,-18.6,2.9,0,1.1,-2.6,50.6,40.2,54.2,46.3,90.5,63.4,2128.3,0,0,0,0,0,0,0
大黒天物産,2791,2024-11-20 00:00:00+00:00,10450.0,10750.0,12000.0,-23.9,8.0,0,-0.5,-3.8,49.2,37.5,48.8,50.3,107.3,49.9,9923.7,0,0,0,0,0,0,0
ハニーズホールディングス,2792,2024-11-20 00:00:00+00:00,1627.0,1767.0,1846.0,-12.1,-1.0,0,-0.3,-2.6,45.9,40.8,39.3,40.4,86.2,52.1,1592.2,0,0,0,0,0,0,0
キッコーマン,2801,2024-11-20 00:00:00+00:00,1689.0,1815.5,2026.0,13.6,-2.2,0,-1.1,-2.9,49.1,40.6,46.6,51.8,154.2,62.6,1648.2,0,0,0,0,0,0,0
味の素,2802,2024-11-20 00:00:00+00:00,6242.0,6316.0,6316.0,122.4,4.6,0,2.5,-2.2,61.6,42.9,64.7,61.5,147.4,68.9,5490.1,0,0,0,0,0,0,0
ブルドックソース,2804,2024-11-20 00:00:00+00:00,1805.0,1808.0,2258.0,8.6,0.8,0,1.3,-2.0,54.7,39.0,62.2,55.7,134.6,47.8,1689.7,0,0,0,0,0,0,0
キユーピー,2809,2024-11-20 00:00:00+00:00,3531.0,3626.0,3880.0,7.0,-0.4,0,-0.4,-1.9,49.6,40.4,48.6,51.7,129.8,58.0,3453.3,0,0,0,0,0,0,0
ハウス食品グループ本社,2810,2024-11-20 00:00:00+00:00,2834.0,3077.0,3430.0,-30.9,-1.4,0,-0.8,-2.2,37.9,38.0,30.0,33.1,36.7,54.6,2802.5,0,0,1,0,0,1,0
カゴメ,2811,2024-11-20 00:00:00+00:00,3001.0,3227.0,4032.0,-40.0,0.2,0,0.0,-2.2,41.9,38.2,40.7,37.9,62.0,51.7,2912.5,0,0,0,0,0,0,0
アリアケジャパン,2815,2024-11-20 00:00:00+00:00,5250.0,5500.0,5700.0,29.3,-0.3,0,-0.6,-2.8,52.4,37.9,50.4,53.8,85.6,59.8,5050.0,0,0,0,0,0,0,0
ニチレイ,2871,2024-11-20 00:00:00+00:00,4070.0,4489.0,4495.0,-58.1,-1.1,0,0.2,-2.0,45.0,40.5,42.3,37.7,49.8,56.4,3980.3,0,0,0,0,0,1,0
横浜冷凍,2874,2024-11-20 00:00:00+00:00,819.0,983.0,1396.0,-24.6,-1.9,0,-3.6,-2.0,28.3,37.6,23.1,26.9,62.8,50.3,809.0,0,1,1,0,0,0,0
東洋水産,2875,2024-11-20 00:00:00+00:00,10185.0,10335.0,11705.0,146.2,35.0,0,4.4,-2.6,62.6,39.5,69.6,60.0,122.9,62.4,8044.9,0,0,0,0,0,0,0
イートアンドホールディングス,2882,2024-11-20 00:00:00+00:00,2099.0,2204.0,2221.0,4.9,-2.2,0,-0.3,-1.9,50.3,40.9,46.0,49.0,122.1,33.7,2068.9,0,0,0,0,0,0,0
ヨシムラ・フード・ホールディングス,2884,2024-11-20 00:00:00+00:00,1457.0,1662.0,1821.0,-41.8,4.6,0,3.8,-4.9,49.2,38.2,54.8,43.4,74.2,52.3,1313.3,0,0,0,0,0,0,0
日清食品ホールディングス,2897,2024-11-20 00:00:00+00:00,3826.0,4185.0,5156.0,-31.1,-5.9,0,-1.2,-2.1,44.0,39.8,41.1,44.6,106.2,58.5,3721.0,0,0,0,0,0,0,0
フジッコ,2908,2024-11-20 00:00:00+00:00,1733.0,1739.0,2025.0,3.1,0.6,0,0.9,-1.2,55.6,40.7,62.5,55.0,110.0,54.8,1676.8,0,0,0,0,0,0,0
ロック・フィールド,2910,2024-11-20 00:00:00+00:00,1465.0,1492.0,1721.0,-3.1,0.6,0,0.8,-2.1,52.1,40.1,57.0,49.1,85.6,47.2,1423.4,0,0,0,0,0,0,0
日本たばこ産業,2914,2024-11-20 00:00:00+00:00,4201.0,4366.0,4571.0,-0.9,1.0,0,0.6,-1.8,51.7,39.9,53.9,50.7,99.0,62.7,4056.9,0,0,0,0,0,0,0
ケンコーマヨネーズ,2915,2024-11-20 00:00:00+00:00,2262.0,2345.0,2453.0,-2.0,3.3,0,1.5,-2.9,54.5,34.4,58.9,52.5,139.4,44.9,2074.7,0,0,0,0,0,0,0
わらべや日洋ホールディングス,2918,2024-11-20 00:00:00+00:00,2029.0,2379.0,3675.0,-47.2,2.4,0,1.0,-3.2,42.2,36.9,45.5,38.1,55.9,48.0,1974.3,0,0,0,0,0,0,0
なとり,2922,2024-11-20 00:00:00+00:00,2120.0,2174.0,2199.0,3.3,0.1,0,-0.1,-1.1,52.0,42.2,51.7,53.4,59.1,65.5,2086.7,0,0,0,0,0,1,0
ファーマフーズ,2929,2024-11-20 00:00:00+00:00,976.0,1020.0,2324.0,25.6,0.1,0,0.8,-5.7,57.0,38.0,60.8,61.5,171.1,54.9,825.8,0,0,0,0,0,0,0
北の達人コーポレーション,2930,2024-11-20 00:00:00+00:00,152.0,164.0,308.0,-1.9,0.0,0,-0.4,-4.7,42.9,33.5,42.7,42.3,87.4,44.7,149.0,0,0,0,0,0,0,0
ユーグレナ,2931,2024-11-20 00:00:00+00:00,429.0,464.0,921.0,-5.8,1.1,0,1.8,-3.6,48.0,37.9,54.7,46.9,120.4,50.9,389.8,0,0,0,0,0,0,0
紀文食品,2933,2024-11-20 00:00:00+00:00,1112.0,1152.0,1299.0,-10.9,1.2,0,1.0,-3.0,46.6,37.1,53.0,42.6,75.1,41.3,1076.5,0,0,0,0,0,0,0
ピックルスホールディングス,2935,2024-11-20 00:00:00+00:00,1050.0,1091.0,1373.0,-0.7,-0.3,0,0.4,-2.1,50.3,38.7,51.1,48.9,77.5,55.0,1024.6,0,0,0,0,0,0,0
スター・マイカ・ホールディングス,2975,2024-11-20 00:00:00+00:00,678.0,676.0,696.0,9.9,0.3,0,2.0,-3.5,62.0,39.9,69.2,63.7,176.5,50.1,632.4,0,0,0,1,0,0,0
ＳＲＥホールディングス,2980,2024-11-20 00:00:00+00:00,3365.0,4040.0,5340.0,-156.1,-4.8,0,-1.7,-7.3,36.5,36.3,33.4,31.8,41.6,48.1,3195.8,0,0,0,0,0,1,0
ＡＤワークスグループ,2982,2024-11-20 00:00:00+00:00,205.0,215.0,279.0,-0.9,0.2,0,1.6,-2.0,51.3,40.0,56.1,49.1,85.6,49.4,191.7,0,0,0,0,0,0,0
グンゼ,3002,2024-11-20 00:00:00+00:00,5130.0,5590.0,5830.0,-69.9,0.9,0,-0.7,-2.0,40.9,39.5,37.6,39.0,74.0,55.5,5053.5,0,0,0,0,0,0,0
ヒューリック,3003,2024-11-20 00:00:00+00:00,1440.5,1484.5,1638.0,1.3,0.6,0,0.5,-2.2,51.9,41.6,54.7,51.9,123.6,67.3,1346.2,0,0,0,0,0,0,0
アルペン,3028,2024-11-20 00:00:00+00:00,2001.0,2143.0,2215.0,-22.1,0.3,0,-0.3,-2.6,41.2,37.9,38.0,38.0,70.5,52.6,1983.5,0,0,0,0,0,0,0
ラクーンホールディングス,3031,2024-11-20 00:00:00+00:00,686.0,790.0,799.0,-3.1,-1.5,0,-1.7,-5.7,47.0,35.7,39.2,44.2,89.6,53.3,672.8,0,0,0,0,0,0,0
クオールホールディングス,3034,2024-11-20 00:00:00+00:00,1445.0,1487.0,1978.0,-9.0,2.1,0,3.0,-3.4,54.5,37.5,60.6,49.5,234.5,54.6,1327.9,0,0,0,0,0,0,0
アルコニックス,3036,2024-11-20 00:00:00+00:00,1457.0,1467.0,1590.0,16.1,1.5,0,1.7,-2.6,61.1,40.5,68.2,62.1,179.1,54.6,1307.5,0,0,0,0,0,0,0
神戸物産,3038,2024-11-20 00:00:00+00:00,3540.0,4402.0,4684.0,-144.9,0.5,0,-2.1,-3.2,33.5,40.6,24.7,27.8,32.0,57.6,3467.4,0,0,1,0,0,1,0
ソリトンシステムズ,3040,2024-11-20 00:00:00+00:00,1180.0,1347.0,1525.0,4.9,-4.1,0,-1.9,-4.1,47.3,37.8,42.3,48.4,26.7,53.1,1147.0,0,0,0,0,0,1,0
ジンズホールディングス,3046,2024-11-20 00:00:00+00:00,6430.0,6500.0,6500.0,245.8,-2.5,0,1.4,-4.0,64.9,34.9,64.8,65.5,139.0,43.5,5700.1,0,0,0,0,0,0,0
ビックカメラ,3048,2024-11-20 00:00:00+00:00,1656.0,1762.0,1796.0,15.6,-0.5,0,-0.5,-2.4,52.2,40.3,51.3,54.1,135.6,60.2,1586.3,0,0,0,0,0,0,0
ＤＣＭホールディングス,3050,2024-11-20 00:00:00+00:00,1420.0,1541.0,1579.0,-16.2,0.9,0,0.5,-2.1,46.7,40.9,46.7,40.4,91.6,58.6,1390.3,0,0,0,0,0,0,0
ＭｏｎｏｔａＲＯ,3064,2024-11-20 00:00:00+00:00,2492.5,2805.0,2805.0,54.5,-1.6,0,-1.0,-4.1,54.0,37.5,52.3,56.3,93.8,58.5,2159.3,0,0,0,0,0,0,0
ＤＤグループ,3073,2024-11-20 00:00:00+00:00,1321.0,1445.0,1975.0,-1.1,-1.2,0,0.1,-5.0,49.9,37.4,48.6,48.2,132.6,46.3,1284.8,0,0,0,0,0,0,0
あい　ホールディングス,3076,2024-11-20 00:00:00+00:00,2174.0,2409.0,2661.0,-27.1,-4.2,0,-2.3,-2.6,37.5,40.5,31.8,36.9,53.2,64.0,2151.3,0,0,1,0,0,1,0
Ｊ．フロント　リテイリング,3086,2024-11-20 00:00:00+00:00,1726.5,1734.0,2019.0,33.8,0.8,0,2.6,-3.8,59.6,39.3,64.2,60.5,185.3,54.1,1521.5,0,0,0,0,0,0,0
ドトール・日レスホールディングス,3087,2024-11-20 00:00:00+00:00,2239.0,2297.0,2420.0,-3.1,0.6,0,0.5,-2.1,52.0,39.7,54.2,49.7,73.0,54.7,2177.4,0,0,0,0,0,0,0
マツキヨココカラ＆カンパニー,3088,2024-11-20 00:00:00+00:00,2094.0,2344.0,3068.0,-30.1,2.5,0,0.3,-3.0,44.7,40.1,46.6,42.0,75.9,63.1,2030.0,0,0,0,0,0,0,0
ブロンコビリー,3091,2024-11-20 00:00:00+00:00,3650.0,3880.0,4130.0,-2.8,-3.7,0,-0.9,-2.3,46.4,41.4,41.2,46.2,58.8,57.6,3595.7,0,0,0,0,0,0,0
ＺＯＺＯ,3092,2024-11-20 00:00:00+00:00,4585.0,5564.0,5564.0,-45.8,-10.1,0,-4.1,-3.5,42.6,39.9,35.3,43.7,62.7,59.4,4544.7,0,1,0,0,0,0,0
トレジャー・ファクトリー,3093,2024-11-20 00:00:00+00:00,1278.0,1650.0,2160.0,-72.8,2.1,0,-0.5,-4.4,31.5,38.5,29.4,24.6,50.4,50.7,1244.6,0,0,0,0,0,1,0
物語コーポレーション,3097,2024-11-20 00:00:00+00:00,3415.0,3995.0,5340.0,-58.2,-0.6,0,-0.8,-3.7,43.6,38.8,40.0,39.9,39.8,54.9,3347.5,0,0,0,0,0,1,0
三越伊勢丹ホールディングス,3099,2024-11-20 00:00:00+00:00,2264.5,2520.0,3624.0,-8.5,0.3,0,1.2,-3.9,49.2,40.4,51.8,48.7,93.1,63.5,2152.5,0,0,0,0,0,0,0
東洋紡,3101,2024-11-20 00:00:00+00:00,942.0,1005.0,1177.0,-9.1,-0.2,0,-0.2,-2.5,41.9,40.0,40.3,39.2,77.0,61.8,927.6,0,0,0,0,0,0,0
ユニチカ,3103,2024-11-20 00:00:00+00:00,241.0,322.0,348.0,-13.4,-0.5,0,-2.8,-3.7,36.4,37.1,30.7,32.1,56.7,53.3,219.3,0,0,1,0,0,0,0
富士紡ホールディングス,3104,2024-11-20 00:00:00+00:00,4940.0,5100.0,5190.0,57.6,4.9,0,3.0,-3.0,60.5,40.6,65.6,58.9,124.6,58.3,4402.5,0,0,0,0,0,0,0
日清紡ホールディングス,3105,2024-11-20 00:00:00+00:00,885.0,999.5,1359.5,-15.4,-1.4,0,-1.7,-2.6,36.7,40.6,30.3,34.9,34.8,61.7,863.0,0,0,1,0,0,1,0
倉敷紡績,3106,2024-11-20 00:00:00+00:00,5130.0,5690.0,5690.0,125.2,7.3,0,-0.6,-2.5,56.3,40.4,56.0,59.7,219.5,55.6,4215.0,0,0,0,0,0,0,0
ダイワボウホールディングス,3107,2024-11-20 00:00:00+00:00,3172.0,3204.0,3239.0,97.6,6.8,0,2.5,-3.3,71.2,41.5,78.5,73.6,252.7,68.3,2490.0,0,0,0,0,0,0,0
シキボウ,3109,2024-11-20 00:00:00+00:00,999.0,1040.0,1250.0,-6.0,0.1,0,-0.0,-1.7,42.9,40.2,42.9,41.3,48.3,54.2,990.0,0,0,0,0,0,1,0
日東紡績,3110,2024-11-20 00:00:00+00:00,5700.0,7530.0,7530.0,-64.5,-29.4,0,-3.3,-4.6,45.4,37.5,41.1,45.9,115.3,55.0,5163.6,0,0,0,0,0,0,0
トヨタ紡織,3116,2024-11-20 00:00:00+00:00,2009.5,2053.0,2905.5,25.6,0.0,0,1.2,-3.4,58.6,39.3,63.5,61.2,123.2,61.8,1893.8,0,0,0,0,0,0,0
マクニカホールディングス,3132,2024-11-20 00:00:00+00:00,1756.0,2041.5,2928.3,-40.7,0.5,0,-0.8,-3.3,42.1,41.3,40.1,39.4,92.1,73.5,1669.5,0,0,0,0,0,0,0
マーケットエンタープライズ,3135,2024-11-20 00:00:00+00:00,932.0,1029.0,1659.0,7.0,-1.6,0,-1.3,-5.6,49.8,36.2,46.2,51.4,181.3,50.0,914.1,0,0,0,0,0,0,0
ラクト・ジャパン,3139,2024-11-20 00:00:00+00:00,2803.0,2964.0,3235.0,-27.7,2.3,0,1.4,-3.0,48.9,37.3,53.5,43.6,55.2,53.0,2664.3,0,0,0,0,0,0,0
ウエルシアホールディングス,3141,2024-11-20 00:00:00+00:00,1870.5,2068.5,3102.0,-16.7,0.2,0,-1.0,-3.4,41.4,36.1,36.9,41.5,49.4,49.6,1859.9,0,0,0,0,0,1,0
クリエイトＳＤホールディングス,3148,2024-11-20 00:00:00+00:00,2888.0,3240.0,3805.0,-48.1,-0.7,0,-1.2,-2.4,34.7,38.3,30.0,32.8,75.8,50.4,2873.5,0,0,1,0,0,0,0
